Durum,Rapor Aciklamasi
Uyarı,15ÇK HATTINI KULLANDIM OTOBÜS ŞOFÖRÜ İNANILMAZ DERCE BAĞIRDI ÖNDEKİ BAYAN AKBİLİNİ BASTI EKRANDAN GİTMESİNİ BEKLEDİM ÖYLE BASACAKTIM BANA BASSANA BASSANA DİYE BAĞIRMAYA BAŞLADI DAHA SONRADA ALTIYOLUN ÜZERİNDE TERS BİR ŞEKİLDE FRENE BASTI VE BİR ÇOK İNSAN ÖNE DOĞRU GİTTİ ŞOFÖRDE ÖNDE Kİ ARACA ÇARPTI ZATEN BU DURUMDAN DOLAYI ŞİKAYETÇİYİM.
Uyarı,KAYIŞDAĞI İ.Ö.O DURAĞINDA ARAÇ DURMADI DAHA SONRA İETT GARAJININ ORADA ARACI SIKIŞTIRDI ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI TALEP EDERİM
Uyarı,16.02.2018 tarihinde yapılan denetimde sürücünün tek çalıştığı tespit edilmiştir. Yedek şöför araca gelmiş daha sonra aracı bırakıp gitmiş. Sabah sürücüsüde seferlere devam etmiştir.
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:18:28
Müspet,Nolu aracı şöförü şikayet ediyorum birincisi yolcuya karşı aşırı kaba öfke ve sinir kontrol rğiti almamış kndi kendine araba sürebiliyor diye direksyona geçmiş biri. Yokda yolcularla kavga etti. Söz yarışına girdi. İkinci arabayı balık istifi dizer gibi tepeleme doldurdu. Yetmez gibi bi tinerciyi arabaya aldı can güvenliği yok. Arabanın içi tiner kokusundan durulmıcak hale geldi. Ne klima var ne camlar açılıyo kilitlemişler. Astım hastası olan gebe olan var bu neyin rezaleti kesinlikle şöförle ve bu hatla ilgili işlem yapılmasını istiyorum hat 36T
Uyarı,C-1623 34 GA 3888 BELİRTTİĞİM İETT ARACI TRAFİKTE KENDİ ASKERİ RESMİ ARACIMIZ İLE İLERKEN ARACI ÜZERİMİZE KIRDI BEN ASKERİDE ULAŞTIRMA GÖREVLİSİYİM ARACIMDA TUĞ AMİRAL VARDI İETT OTOBÜSÜ ÜZERİME KIRDI KAZA YAPACAKTIK ARAÇTAN İNECEKTİM KOMUTANIM BIRAKMADI ŞİKAYETÇİYİM DİKKATLİ OLSUN UYARILMASINI İSTİYORUM GEREĞİNİN YAPILMASINI ARZ EDERİM. OLAY YERİ : BOSTANCI SAHİL - BOSTANCIDAN KADIKÖYE GİDERKEN OLDU
Müspet,KADIKÖYDEN OTOBÜSE BİNDİK OTOBÜS ŞOFÖRÜ YENİ BİR ŞOFÖR BEKLİYORMUŞ. SONRASINDA ŞOFÖR GELDİ VE HAREKET ETTİK. SONRASINDA GÜZERGAH DEĞİŞTİRDİ. BEN BU ARACIN ŞOFÖRÜ DEĞİLMİŞİM BAŞKA BİR ŞOFÖR GELECEK DEDİ. BAŞKA ŞOFÖR GELDİ. SONRASINDA ŞOFÖR HAREKET ETTİ VE SÖĞÜTLÜÇEŞME CİVARINDA ARAÇ BOZUK SİZİ BAŞKA BİR ARACA AKTARACAĞIM DEDİ FAKAT ARAÇTA HERHANGİ BİR ARIZA YOKTU. SONRA BAŞKA BİR ARAÇ GELDİ ONA BİNDİK FAKAT BU BENİM İKİ SAAT MAĞDURİYETİME NEDEN OLDU BUNA SEBEP OLAN ŞOFÖRLERDEN ŞİKAYETÇİYİM. 16.00 DA KADIKÖYDEN KALKAN ARAÇTIR.
Uyarı,ARAÇ ŞOFÖRÜ ALVARLIZADE CAMİİ DURAĞINA GİRMEDİ ARAÇ ŞOFÖRÜN DEN ŞİKAYETÇİYİM ÜSKÜDAR YÖNÜNE GİDERKEN
Müspet,BELİRTTİĞİM SOKAKTA TRAFİKTE SIKIŞTIĞI İÇİN BEN KENDİSİNE SİTEMDE BULUNDUM. KENDİSİ DE BANA YÖNELİK OLMASA DA YÜKSEK SESLE KÜFÜRLÜ KONUŞMALAR YAPTI. ARAÇ ŞOFÖRÜNDEN ŞİKAYETÇİYİM.
Uyarı,Araç üsküdar istikametıne gıdıyordu araca kültür merkezı duragında bındım marmaraya geldim belirtmiş olduğum duraklar arasında yolculuk süresi boyunca telefonla konusuyordu farklı bır sürücü ile de küfürlü konustu şikayetcıyım
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -2- sefer etkilenmistir ilk zayi saati:18:00
Uyarı,14A HATTINDA C1817 KAPI NUMARALI ARACA ALEMDAĞDAN BİNDİK. SONRASINDA ARAÇ ŞOFÖRÜ ARACA BİNEN BİR BAYAN VATANDAŞ İLE KONUŞMAYA MUHABBETE BAŞLADI.-TANIDIK DEĞİLDİ KABİNİN ORAYA AKBİL İÇİN ÜCRET BIRAKAN BAYAN- YAKLAŞIK 40 -45 DAKİKA MUHABBET ETTİLER. VE KONUŞMA MUHABBET KÖTÜ İÇERİKLİYDİ-SAÇ RENGİ EVE GİTME SAATİ GİBİ- BİZ BU DURUM İÇİN UYARDIĞIMIZDA İSE ŞOFÖR KABİNDEN ÇIKARAK ÜZERİMİZE YÜRÜDÜ. KONU HAKKINDA ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM.
Müspet,BELİRTMİŞ OLDUĞUM ARAÇLA ÜSKÜDAR İSTİKAMETİNE GİTMEKTEYDİM ARAÇ ŞOFÖRÜ ACARLAR SİTESİ DURAĞINDAN SONRA GÜZERGAHTAN ÇIKTI BEN DE ARAÇTAN İNDİM ŞOFÖRDEN ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM
Müspet,A1710 92 Y.MAHALLE YÖN GİDİYORUM BELİRTTİĞİM DURAKTA DURMADI ARKADA DOLANDIRDI METRO VAR ORADA İLERDE İNDİRDİ YÜRÜMEK ZORUNDA KALDIM ŞİKAYETÇİYİM NEDEN BÖYLE YAPTIN DEDİM BANA BEĞENMİYORSAN İN TAKSİYE BİN DEDİ. ŞİKAEYTÇİYİM
Uyarı,34 GA 8520 17:24 İTİBARİYLE 98İ ŞİRİNEVLER İSTİKAMETİNDE KENDİ ARACIMLA SEYİR HALİNDEYKEN BELİRTMİŞ OLDUĞUM OTOBÜS ŞOFÖRÜ SÜREKLİ KURAL İHLALİ YAPMAKTA. ÖNÜMDE GİDEN ARACI SIKIŞTIRDI DURAKLARDAN ÇIKIŞLARDA DİKKATSİZCE ÇIKIŞ YAPIYOR. BU DURUMDAN DOLAYI ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI TALEP EDERİM.
Müspet,34 HT 6743 PLAKLI ARAÇ SAAT 16:00 DA KADIKÖY DEN KALKIŞ YAPTI ARAÇ ŞOFÖRÜ ÇARŞI DURAĞINA GİRMESİ GEREKİRKEN SAHİL BOYUNA GİRDİ DAHA SONRASINDA ARAÇ İLERİDEN GERİ DÖNDÜ ÇARŞI DURAĞINDA Kİ YOLCULARI ALMADI DAHA SONRASINDA KADIKÖY YÖNÜNE DÖNDÜĞÜNDE EVLENDİRME DAİRESİNİN ORADA ARACI PARK ETTİ BAŞKA BİR ŞOFÖR GELDİ ARACI KADIKÖY E GERİ GETİRDİ BÜTÜN YOLCULAR MAĞDUR OLDULAR AYRICA ŞOFÖRLER HİÇ BİR AÇIKLAMA YAPMADILAR ŞİKAYETÇİYİM GEREĞİNİN YAPILMASI RİCASIYLA.
Uyarı,BELİRTMİŞ OLDUÜUM PLAKALI ARACA BAKIRKÖY BİNİŞ YAPTIM ARAÇ ŞÖFÖRU HAREKET HALINDE TELEOFONLA GORUSME HALINDEYDI ARAÇTAN İNMEK İSTEDİĞİMDE DÜĞMEYE BASMAMA RAGĞMEN DİKKATİ TELEFON OLDUĞU İÇİN YOLA VE YOLCULARA DIKKAT ETMEMEKTEYDI ARAC SOFORU BENI ISTEDIGIM YERDE INDIRMEDI BU PERSONELDEN SIKAYETÇİYİM GEREGINI YAPILMASINI ARZ EDERIM
Uyarı,A1710 92 Y.MAHALLE YÖN GİDİYORUM BELİRTTİĞİM DURAKTA DURMADI ARKADA DOLANDIRDI METRO VAR ORADA İLERDE İNDİRDİ YÜRÜMEK ZORUNDA KALDIM ŞİKAYETÇİYİM NEDEN BÖYLE YAPTIN DEDİM BANA BEĞENMİYORSAN İN TAKSİYE BİN DEDİ. ŞİKAEYTÇİYİM
Müspet,16.02.2018 tarihinde C 1536 kodlu araca yapılan denetimde araç kamerasının şoför mahalli kısmının calışmadıgı tespit edilmiştir
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :17:00
Müspet,A1501 KAPI NOLU 98B HATTININ ARACI ÇOCUK SİTESİ DURAĞINA YAKLAŞTI AMA DURMADI YOLCU ALMADI ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI TALEP EDİYORUM
Müspet,8E ARAÇ ARIZA OLMAMASINA RAĞMEN SÖĞÜTLÜÇEŞME YAN YOLDA ŞOFÖR ARAÇTAN İNMİŞ VE HİÇBİR BİLGİ VERMEDEN GİTMİŞTİR BAŞKA ARAÇ GELİP İNDİRECEKMİŞ BİZİ ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM 34HY6743 PERONDA BİR İKİ DEFA TUR ATTI
Menfi,BELİRTMİŞ OLDUĞUMA ARACI BULUNDUĞUM DURAKTA BEKLERKEN GELEN ARAÇ DURAKTA DURMADI. MAĞDUR OLDUM .ŞİKAYETÇİYİM.
Uyarı,BELİRTMİŞ OLDUĞUM ARAÇ ŞOFÖRÜ BİRANDA DURAKTA HİÇBİR ŞEY SÖYLEMEDEN 6-7 KİŞİYİ ARAÇTAN İNDİRİP BİR BAŞKA ARACA GÖNDERDİ VE BU ARAÇTA DA KART BASMAK ZORUNDA KALDIK. ŞİKAYETÇİYİM. GEREĞİNİ ARZ EDERİM.
Müspet,29D HAT NOLU ARACINI LEVENT DURAĞINDA BEKLİYORUM. ARAÇ SAAT 16:22 CİVARINDA DURAĞIMDAN DURMADAN GEÇTİ VE YOLUNA DEVAM ETTİ. BEN BU DURUMDAN DOLAYI MAĞDUR OLDUM. BU KONU HAKKINDA BEN ARAÇ ŞOFÖRÜNDEN ŞİKAYETCİYİM. GEREĞİNİN YAPILMASINI TALEP EDERİM
Müspet,C-1849 KAPI KOD 16B HATTI KARTAL METRO YÖNÜNE 16:25 CİVARI KIBRIS ŞEHİTLERİ CAMİ DURAĞINA GİRMEDİ. GÜZERGAH DEĞİŞTİRDİĞİ İÇİN ŞİKAYETÇİYİM
Müspet,Araç ön koridor ve şöför kamerası ekranda görünmemektedir
Müspet,C1763 BELİRTTİĞİM KODLU ARACA KADIKÖY PERON ALANINDA BİNDİM ARAÇ ARAÇ SAAT 16:00 DA HAREKETE GEÇTİ DAHA İKİNCİ DURAĞA GELMEDEN DÖNÜŞ YAPIP PERON ALANINA GERİ GİRDİ. ŞOFÖR DEĞİŞECEK DEDİ AMA PERON ALANINA GELDİK SAAT 16:25E KADAR BEKLEDİ SONRA KUSURA BAKMAYIN DEYİP AYNI ŞOFÖR TEKRAR SEFERE BAŞLADI ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM
Menfi,DURAK İHLALİ YAPAN ARAÇ : 11L BEKLENEN DURAK: ÇAMLICA İLKOKULU GİDİŞ YÖNÜ: ESATPAŞA ARAÇ GEÇİŞ SAATİ :16:05 BELİRTTİĞİM ARAÇ DURAKTA DURMADI MAĞDUR OLDUM.ŞİKAYET EDİYORUM GEREĞİNİN YAPILMASINI ARZ EDERİM.
Müspet,Araç ön şöför ve koridor kamerası ekranda görünmemektedir
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -4- sefer etkilenmistir ilk zayi saati:16:10
Uyarı,Araç dudullu ıstıkametıne gıdıyordu ıhlamurkuyu mevkınde arac personelı trafik kurallarına uymuyordu diğer aracları sıkıstırıyordu şikayetcıyım
Uyarı,BELİRTMİŞ OLDUĞUM HAT NUMARALI ARAÇ SEFER SAATİNDE YOLA ÇIKTI SONRA KADIKÖY BOGANIN ORDAN TEKRAR DÖNÜP İLK DURAĞA GELDİ BU HATTAN SÜREKLİ OLARAK İPTALLER VE SEFERLERDE GECİKMELER BULUNMAKTADIR BU DURUMDAN DOLAYI ŞİKAYETCİYİM
Müspet,16.02.2018 tarihinde C 1627 kodlu araca yapılan denetimde araç kamerasının şoför mahalli kısmının calışmadıgı tespit edilmiştir
Uyarı,29D FERAHEVLER TARAFINA GİDEN ARAÇ BEŞİKTAŞ MEYDAN DA BEKLEMEDİ DURMASI GEREKTİĞİ YERDE DURMADI MİNİBÜSLER BEKLEDİĞİ YERDE BEKLEDİ DURAĞA DA UĞRAMADI MAĞDUR OLDUM ŞİKAYETÇYİİM
Müspet,06.02.2018 tarihinde uyarılmasına rağmen aracın motor önündeki ikili koltuğun altındaki civataların sabitlenmediği bu yüzden bazı civataların kaybolduğu görülmektedir.sabitlenmeyen civatalar yolcular için risk oluşturmaktadır
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:15:40
Uyarı,C1882 KAPI KODLU 122B HAT NOLU ARACA YENİDOĞANDAN BİNDİM. ŞOFÖR VATANDAŞLARLA KONUŞUYOR. KLİMANIN AÇILMASINI İSTEDİĞİMİZDE BİZLERE DALGA GEÇER GİBİ GİBİ KONUŞUYOR KLİMA MI VAR DİYEREK AÇMIYOR. KAPILARI AÇIP KAPATIYORUZ İÇERİSİ HAVA ALIYOR DİYOR. ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM.
Müspet,Yeterli avansı olmasına rağmen araç içerisinde sigara içtiği görüldü. Fotoğraf ektedir
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -2- sefer etkilenmistir İhlal Saati :15:20
Müspet,34 Zd 416 kavakbayiri duraginda ümraniyeye gitmek icin bekliyordum saat 15.00 te 14 Hat li olotobus durmadi bir minibusu tam duraktayken solladi gecti sikayetciyim ben 14 no yu bekliyordum
Müspet,Otobüs şoförü gündüz olan okulu bahane edip iki durak pas geçiyor. Merhaba dün akşam saat 21:15 sularında meskenler durağından bindiğim otobüsten türkiş 2. kısım durağına yakın olan evime gidiyordum. Otobüs Türkiş bloklarına döndükten sonra cami karşısındaki ilk duraktan sonra türkiş 1. kısım - turkiş 2. kısım - mevlana lisesi diye gitmesi gerekirken camiden sonra direk mevlana yönüne döndü. Otobüsün hat bilgisinde durak isimleri gözüküyordu. Ekte resmi ekledim. Tepki gösterdiğimizde ise okul var ordan gitmiyoruz diye saçma bir savunma yaptı. saat akşamın 9u gitmen gerek hat içerdeki ekranlarda yazıyor. Ama şoför kendi kafasına göre gidiyor. Araç Kapı No : C-1519 Şoför Sicil No : O04538 - resimde mevcuttur-. Şoförün bu keyfi davranışı yüzünden şikayetçiyim.
Uyarı,ARACI 15.10 DAN BERİ 2. DURAĞINDA BEKLEMEKTEYİM ARACIN 15.15 SEFERİ GELMEMİŞTİR BU DURUMDAN DOLAYI MAĞDUR OLMAKTAYIZ ŞİKAYETCİYİM
Uyarı,ERGUVAN OTOBÜSLERİNDE WİFİ VE ŞARJ ADAPTÖRÜ YOK KONULMASINI İSTİYORUZ SARIYER
Uyarı,BELİRTTİĞİM KAPI NUMARALI ARACIN ŞOFÖRÜ ÖNCE DURAĞA GEÇ GELDİ. DAHA SONRA KENDİSİNE NEDENİNİ SORDUĞUMDA BENİM PSİKOLOJİMİ BOZUYORSUNUZ DEDİ.BAYRAK ALIN ÇIKIN HAKKINIZI DIŞARDA ARAYIN PANKART AÇIN. BU SÖZLERİ TARAFIMA KULLANDIĞI VE KABA DAVRANIŞI İÇİN YAPILAN OLUMSUZLUĞUN DÜZELTİLMESİNİ İSTİYORUM KAMERA KAYITLARININ İNCELENMESİNİ TALEP EDERİ
Müspet,BELİRTMİŞ OLDUĞUM HAT NUMARALI ARACIN ŞOFÖRÜ DURAKTA BEKLEYEN YAŞLI YOLCUYU DURAKTA BAŞKA BİR ARAÇ VAR DİYE DURAĞA YANAŞMADAN VATANDAŞI ALMADAN SEFERE DEVAM ETTİ ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM SAAT: 14:51 AVCILAR CİHANGİR MAH YÖNÜNE
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :14:50
Uyarı,iett şoförü topkapı da biriyle görüştü araç kullanırken ve konuştuğu kişiye halıcılıoğlunda seni bekliyorum dedi ve yavaş sürmeye başladı aracı halıcılıoğluna geldiğimizde 5 dk lık mesafe 30 dk sürdü ve arkadaşını aldıktan inanılmaz derece de hızlı sürmeye başladı hatalı sollamalar yaptı yanından geçen araçların önüne kırdı sinyal vermeden ve küfürlü diyaloğa girdi dışarıdaki araçların sahibiyle ve bu arada otobüs dolusu bayanlar var ağıza alınmayacak küfürler sarf etti araçta hiç kimse müdahale etmedi dikkati dağılmasın diye en son kağıthane bauhaus orda yine hız yaptı ve kırmızıda duran ve sonra yeşil yanarken duran araca çarptı ve ani fren yaptı ve aracın içi yine doluydu sanki domates taşıyor böyle insanları neden barındırıyorsunuz anlamış değilim yaşı ilerlemiş bi şofördü aracın B-1892 kodu vardı ön tarafta plakası düştüğü için çekemedim fotoğrafı kaza esnasında fotoğraf var ama boyutu 5mb olduğu için gönderemiyorum varsa bir mail adresi atabilirim gereğinin yapılmasını arz ederim iyi çalışmalar dilerim
Müspet,16 02 2018 tarihinde yapilan denetimlerde kadikiy mevkindr aracin kapi kodlarinin olmadigi anlasilmistir.kapi kodu konusunda daha evvel sure verilmis ve surucu uyarilmistir.
Uyarı,HAT NUMARASI:29Ş PLAKA:34 BH 9641 BİNİLEN YER:B LOK GİDİLEN YÖN:ŞİŞLİ SAAT: 09:20 BELİRİTLEN PLAKALI ARACI SABAH SAATLERİNDE KULLANDIM ARAÇ İÇİ ÇOK SOĞUKTU ŞOFÖR KENDİ KISMINDAKİ KALORİFERİ AÇMIŞTI. ŞOFÖRÜ UYARDIM FAKAT YANIYOR DEDİ FAKAT ARAÇ İÇİ ISITMA ÇALIŞMIYORDU. KONU HAKKINDA ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI TALEP EDERİM
Uyarı,BELİRTMİŞ OLDUĞUM PLAKALI ARAÇ ŞOFÖRÜ PENDİK AYDINLI YOLU GÜZERGAHINDA YAŞLI BİR AMCAYA ÇARPIP ARACINDAN İNEREK ÜSTELİK AMCAYA BAĞIRARAK KÜFÜR EDEREK TEPKİ GÖSTERDİ İETT ŞOFÖRÜ HAKSIZDI BUNA RAĞMEN BU ŞEKİLDE DAVRANDI BU NEDENLE ARAÇ ŞOFÖRÜNDEN ŞİKAYETÇİYİM
Müspet,15BK Durak ihlali BEKLENEN DURAK: KAVACIK MEZARLIK GİDİŞ YÖNÜ: KADIKÖY ARAÇ BELİRTMİŞ OLDUGUM DURAKTA DURMADI. MAĞDUR OLDUM.ŞİKAYET EDİYORUM GEREĞİNİN YAPILMASINI TALEP EDİYORUM. KAPI NO GÖRÜDÜĞÜM NO:1738 DİR HARFİNİ GÖRMEDİM
Uyarı,147 HATTINA AİT A-1741 KAPI NUMARALI ARAÇ ŞOFÖRÜ YOLCULARDAN NAKİT PARA ALIYOR. SAAT 14:00 SULARINDA ŞAHİNTEPE İSTİKAMETİNDE M.KEMALPAŞA DURAĞINDA YAŞANDI VE AYNI ŞEKİLDE TÜM DURAKLARDA YAŞANIYOR. KONU HAKKINDA GEREĞİNİN YAPILMASINI ARZ EDERİM.
Müspet,98h hattının a1715 kapı numaralı aracı bakırköy yönünde ihlas evleri durağında saat 13:52 de durak ihlali yapmıştır
Müspet,15ÇK hattinda çalışan C-1936 kodlu araca 16.02.2018 günü kadikoy peronlarda anadolu yakasi sefi tarafindan sigara ictigi tespit edilmiştir resim ektedir
Uyarı,ÖMÜR DURAĞINDA İNCİRLİ YÖNÜNDE ARACI BEKLİYORDUM.FAKAT ARAÇ ŞOFÖRÜ AZ KALSIN BENİ EZİYORDU ÇOK HIZLI ARAÇ KULLANIYORDU.DURAĞIN 2 METRE İLERİSİNDEYDİM.TELEFON LA KONUŞUYORDUM KORNAYA BASTI VE SAĞ SOLUMDAN SIYIRDI VE PANİK OLSAYDIM ARAÇLA BENİ SAVURABİLİRDİ.AMA AYNASIYLA AYNI ZAMANDA BANA VURDU.ŞİKAYETÇİYİM
Müspet,Lcd ekranlar çalışmıyor daha once sure verilmis
Uyarı,41ST HATTININ SEYRANTEPE YÖNÜNE GİDEN ŞOFÖRÜ ÇAĞLAYAN YOLUNDA KIRMIZI IŞIKTA GEÇİP DURAĞA GİTTİ ŞİKAYETÇİYİM
Müspet,BELİRTMİŞ OLDUĞUM KAPI KODLU ARAÇ ESENEVLER YÖNÜNE GİDERKEN KADIKÖY KALKIŞ PERONUNDAN ZİVERBEY DURAĞINA KADAR TABELA KAPLI DEVAM ETTİ. BEN DE 14 ES HATTIN DA ÇALIŞIYORUM. BİZİ SOLLAYARAK KADIKÖYDEN ZİVERBEYE KADAR DURAKLARA GİRMEDİ. ŞİKAYETÇİYİM. GEREKLİ İŞLEMİN YAPILMASINI TALEP EDİYORUM.
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :13:35
Müspet,BAŞINDAKİ HARFİ GÖRMEDİM.1734 KAPI KODLU ARACIN ŞOFÖRÜ KAVACIKTAN KADIKÖY YÖNÜNE GİDERKEN ŞOFÖR ARACA BİNEN VATANDAŞLARDAN ÜCRET ALIP BEZİNE ALTINA SAKLAMAKTADIR.BU KONUDAN DOLAYI ŞOFÖRDEN ŞİKAYETÇİYİM GEREKLİ İŞLEMLERİN YAPILMASINI ARZ EDERİM
Müspet,16.02.2018 tarihinde C 1625 kodlu araca yapılan denetimde orta kapı kamerasınin çalışmadığı tespit edilmiştir
Uyarı,E-9 ARACI C 1810 KAPI NUMARALI SAAT 13:40 TA KARTAL SAHİL DURAĞINDA BENİ GÖRMESİNE DURMADAN DEVAM ETTİ GEREĞİNİN YAPILMASINI RİCA EDİYORUM.
Müspet,VİRAA BİSMİLLAHH İSTANBUL OTOBÜS İŞLETMECİSİ OLARAK İSTANBUL HALKINA HİZMET VERMEKTEYİM RABBİM NASİP ETTİ BU ŞEHRE BÖYLE HİZMET VERMEMİ LAKİN SIKINTIMIZ BÜYÜK ESNAF DARDA HALK İSYANDA OTOBÜS AŞ NE YAPACAGINI BİLMEMEKTE VE ESNAFLARI BİLGİLENDİRE MEMEKTEDİR ESNAFLAR DOLMUŞ VAZİYETTE TOPLANTILAR YAPMAKTA çare ARANMAKTA YAPILAN TOPLANTILARDA İSTİŞARE YAPILIP GEREKLİ KİŞİ KURUM KURULUŞLARDAN YARDIM İSTENMEKTEDİR VATANIN BÖLÜNMEZ BÜTÜNLÜGÜ DEMİŞ VE İMAN ETMİŞİM İNSANLARI YANLIŞ YÖNLENDİRENLER COK FAZLACA BULUNMAKTADIR ESNAFLAR BUNALMIŞ VAZİYETTEDİR YANLIŞA DÜŞECEKLERDİR EN AZİNDAN BİR GÖREVLİ DEVLET BÜYÜGÜMÜZÜN BİZİ DİNLEMESİNDE FAYDA VARDIR VERİLEN SÖZLER TUTULMADIGI GİBİ VERİLEN CEZALAR YILDIRMIŞTIR BİRLİGİMİZİN PERCİNLEŞTİGİ ŞU GÜNLERDE YAPILACAK HATA DEVLETİ HALKA KÖTÜLEMEK OLACAKTIR HELE ŞU GÜNLERDE BEKAYİİ MİLLET DEDİGİMİZ ŞU ZAMANDA YANLIŞ VUKU BULMADAN SİZDEN BAŞKA LİDERİMİZ OLMADIGINDAN YARDIM BEKLEMEKTEYİZ VE GÖREVLİ GÖRMEK İSTEMEKTEYİZ SAYGILARIMLA LİDERİM...
Müspet,16.02.2018 tarihinde C 624 kodlu araca yapılan denetimde araç kamerasının şoför mahalli kısmının calışmadıgı tespit edilmiştir
Uyarı,HAT NUMARASI:71T KAPI NUMARASI:A 1689 OLAY SAATİ:13:12 GÜZERGAH:TAKSİMDEN ATAKÖY E GİDİŞTE YUSUFPAŞA VE HASEKİ IŞIKLARDA ARAÇLAR İÇİN KIRMIZI YANMASINA RAĞMEN ŞOFÖR KIRMIZI IŞIKTA GEÇTİ VE SEYİR HALİNDEYKEN NEREDEYSE BİR ARACIN DİKİZ ÇARPTI DURAMADAN GİTTİ ŞOFÖRE NEDEN KIRMIZI IŞIKTA DURMUYORSUNUZ DEDİĞİMDE OLSUN SORUN YOK OLARAK CEVAP VERDİ. ŞOFÖR HAKKINDA ŞİKAYETÇİYİM
Uyarı,BELİRTTİĞİM HAT NOLU ARAÇ ŞOFÖRÜ BAKIRKÖY İSTİKAMETİNDE ÜCRET ALIYOR ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM.
Uyarı,FABRİKLAR DURAĞI VE YEŞİL CAMİ DURAĞINDA DURMA DI SABAH SAATLERİ 07:35 İLA 07.45 SAATLERİNDE ARAÇ DURAKDA DURMAMIŞTIR ŞİKAYETÇİYİM GEREĞİN YAPILMASINI ARZ EDERİM
Müspet,16.02.2018 tarihinde C 1674 kodlu araca yapılan denetimde araç kamerasının kapılar hariç diğerlerinin calışmadıgı tespit edilmiştir
Menfi,BELİRTMİŞ OLDUĞUM HAT NUMARALI ARACIN TAKSİM YÖNÜNDE SAAT 12:10 GİBİ SEFER YAPAN PERSONEL HARBİYEDEN DÖNECEĞİNİ BELİRTİP BİZİ ARAÇTAN İNDİRDİ ŞİKAYETÇİYİM
Uyarı,36T HAT NUMARALI ARAÇ TAKSİM YÖNÜNDE İSMİNİ HATRILAMADIĞIM BİR DURAKTA ARAÇ DURDU YOLCULARI ALDI VE DAHA GERİDEN ARACA YETİŞMEK YOLCULAR VARDI VE YAŞLI KİŞİLERDİ TAM ORTA KAPI HŞZEASINA GELMİŞLERDİ Kİ ŞOFÖR HAREKET ETTİ ŞİKAYETÇİYİM
Uyarı,132M HAT NUMARALI ARACIN ŞOFÖRÜ BATTAL GAZİ MAHALLESİ DURAĞINDA KALKISINI BEKLERKEN ARAÇ İÇİNDE SİGARA İÇİYORDU ŞİKAYETÇİYİM
Müspet,16.02.2018 tarihinde C 1742 kodlu araca yapılan denetimde araç kamerasının şoför mahalli kısmının calışmadıgı tespit edilmiştir
Müspet,15.02.2018 BELİRTMİŞ OLDUGUM 122B MECIDIYEKOY ISTIKAMETI OLARAK VEYSEL KARRANI CAD: DURAGINDA BEKLIYORUM SAAT 21:00 SEFERI GELMEDI SIKAYETCIYIM GEREGININ YAPILMASINI ARZ EDERİM
Müspet,16.02.2018 tarihinde C 1556 kodlu araca yapılan denetimde aracın kamera sisteminin yandığı ve araçta kamera sistemlerinin calışmadıgı tespit edilmiştir
Müspet,14F hattinda calisan C-1906 kodlu araca 16.02.2018 günü yapılan denetimde aracın on surucu ve ic kamerasinda görüntü olmadığı tespit edilmiştir resim ektedir
Uyarı,Belirtmiş olduğum 11 üs hatlı aracın şoförü araca bindiğimden beri kulaklık vardı kulağında çıkarmadı ve konuşarak araba sürüyordu şikayetçiyim. Üsküdar yönü
Uyarı,8e C1762 12:50 CİVARI ALTIYOL DURAĞINDA DURDU TAM BİNİYORDUM AYAĞIMI EZİYORDU VE BİNDİKTEN SONRA AYAĞIMI EZİYORDUNUZ BİLGİNİZ OLSUN DEDİM BANA DÖNDÜ ÇOK KONUŞMA ABLA GEÇ DEDİ ŞİKAYETÇİYİM VE ÇOK HIZLI ARAÇ KULLANIYOR
