Durum,Rapor Aciklamasi
Müspet,18.01.18 tarihinde yapılan denetimde araç arka cam önündeki yazıların silinmesi için uyarı yapılıp süre verilmiştir. fakat geçen süre zarfında temizliği yapılmamıştır
Müspet,OTOBÜS ŞÖFÖRÜ DURMAK İSTEDİĞMİZ DURAKTA DURMADI VE OTOBÜS ŞÖFÖRÜ SERT KONUŞTU VE DAHA SONRA KÜFÜRLÜ KONUŞTU ŞİKAYETCİYİM HEM DURAKTA DURMUYOR YOLCULARA KABA DAVRANIYOR
Menfi,Araç şoförü araç içerisinde sigara içmektedir
Menfi,44B HATTI HAMİDİYE YÖNÜNE DOĞRU İGDAŞ GENEL MÜDÜRLÜĞÜ DURAĞINDA 08:50 CİVARLARINDA DURAKTA BENİ GÖRMESİNE RAĞMEN DURMADI ŞİKAYETÇİYİM iett tespit: 42 km
Müspet,Şöförün tabela kapalı şekilde Fındıklı durağına gelip Kabataş yönüne doğru giderek yolcu mağduriyetine sebep olduğu görülmüştür.
Menfi,34JV0212 PLAKLI OTOBÜS SANAYİ MAHALLESİNDEN 4.LEVENT YÖNÜNE GİDEN ARAÇ KENDİM ESNAFIM VE ARACIMDAN MAL İNDİRİRKEN KAPIM AÇIKTI VE BU OTOBÜS GEÇERKEN BENDEN KAPIMI KAPATMAMI İSTEDİ BU ESNADA KÜFÜR ETTİ. SENİN PARK ETTİĞİN ARACIN.... ŞEKLİNDE KÜFÜR EDERKEN BANA DA EL KALDIRIP BANA DA VURDU. KENDİSİNE KİBAR OLMASI KONUSUNDA UYARIDA BULUNUNCA BU ŞEKİLDE DAVRANDI. Hat No Paylaşılmadı.-görsel ektedir. plaka 34JV0212 OLARAK SİSTEMDE GÖRÜNTÜLENMEMİŞTİR. VATANDAŞTAN FOTOĞRAF İSTENMİŞ OLUP FOTOĞRAFTA GÖRÜNEN KAPI NO VE PLAKA SİSTEMDE UYUŞMAMAKTADIR.EKTEKİ BİLGİLERİN DİKKATE ALINMASI GEREKME
Müspet,30.01.2018 tarihinde C 1549 kodlu araca yapılan denetimde aracın iç temizliğinin gerektiği gibi yapılmadığı tespit edilmiştir
Müspet,Yapılan uyarılara ve verilen süreye rağmen aracın sol yan kısmındaki İOAŞ ve İBB logolarının yapıştırılmadığı arka kısımdaki yıpranmış İOAŞ logosunun değiştirilmediği tespit edilmiştir
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -4- sefer etkilenmistir ilk zayi saati:08:00
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -5- sefer etkilenmistir ilk zayi saati:07:20
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -5- sefer etkilenmistir ilk zayi saati:07:15
Menfi,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:07:00
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -10- sefer etkilenmistir ilk zayi saati:07:00
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -5- sefer etkilenmistir ilk zayi saati:06:40
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:06:25
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:06:25
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -8- sefer etkilenmistir ilk zayi saati:06:20
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -21- sefer etkilenmistir ilk zayi saati:06:10
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -14- sefer etkilenmistir ilk zayi saati:06:04
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -8- sefer etkilenmistir ilk zayi saati:06:00
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:06:00
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -8- sefer etkilenmistir ilk zayi saati:05:50
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:05:50
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -8- sefer etkilenmistir ilk zayi saati:05:45
Müspet,Telefonla oynuyor arabayı kendi haline bırakıp video izliyor ve telefonla yüksek sesle uzun uzun konuşuyor. Yolculara bağırıyor Hat No Paylaşılmadı.
Müspet,31 34DK9258 A1658 BELİRTMİŞ OLDUĞUM ARAÇ ŞÖFÖRÜ SEYİR HALİNDEYKLEN MAZOT ALMAYA GİRİP YOLCULARI 15 DK BEKLETTİ BUNA HAKKI VAR BEN BU DURUMDAN ŞİKAYETÇİYİM GERĞEİİNN YAPILMASINI TALEP EDİYORUM. BUNUN EMMİSİ DAYISI MI VAR HANGİ HAKLA VATANDAŞI BEKLETİYOR ŞİKAYETÇİYİM.
Müspet,16B HATTININ 21:40 VE 22:10 HATLARINI YAKLAŞIK 21:40 İTİBARİ İLE ESENKENT METRO DURAĞA NA GELDİM ANCAK ARAÇLAR GELMEDİ VE BEKLEDİĞİM HALDE 22:10 ARACI IŞIĞINI KAPATARAK DURAKTAN GEÇTİ BU DURUMLA İLGİLİ DETAYLI İNCELEME YAPILMASINI TALEP EDİYORUM. ŞİKAYETÇİYİM. KONU HAKKINDA GEREĞİNİN YAPILMASINI ARZ EDERİM. iett tespit: 49 km
Menfi,C-1623 4 HATTI MALTEPE YÖNÜNE GİDERKEN ÇATALÇEŞME DURAĞINDA 22:35 CİVARI BEKLİYORDUM ARAÇ DURAPA GİRMEDEN DEVAM ETTİ. ELİMİ KALDIRDIM AMA YİNEDE DURMADI. GEREĞİNİN YAPILMASINI TALEP EDİYORUM iett tespit: 36 km
Müspet,34GG4095 PLAKALI 19S HATTI ARKASINDAN GİDİYORUM ŞOFOR DURAKLARA GİRMİYOR VE YOLUN ORTASINDA YOLCU ALDIRIP BİNDİRİYOR VE UYARDIĞIM HALDE BANA KÜFÜR ETTİ GÖZLÜKLÜ ESMER VE SAKALLI BİR ŞOFORDÜ SARIGAZİ YÖNÜ 20:20 CİVARINDA OLDU DURUM HEM TRAFİK KURAL İHLALİ YAPIP HEM DE KÜFÜRLER ÜSTE ÇIKMAYA ÇALIŞMAKTADIR
Menfi,B-1622 KAPI KOD NUMARALI ARAÇ BELİRTTİĞİM DURAKTA DURMADI BU KONU HAKKINDA ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM. iett tespit: 43 km
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :22:15
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :21:43
Müspet,29.01.2018 günü yapılan denetimde sürücü belirlenen süreden fazla çalıştığı tespit edilmiştir resim ektedir
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:21:30
Müspet,KADIKÖY MALTEPE 4 HATTINDAKİ ŞOFÖR ÜCRET ALIYOR VATANDAŞLARDAN ELİNDE AKBİLLER VAR ÜCRETİ OLMAYANLARA BASMAKTADIR ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM 34BF2011 11 30 SAAT ÖNCESİNDE YAŞANDI
Müspet,17.01.2017 tarihinde uyarılmasına rağmen araç ekranlarının çalışmadığı tespit edilmiştir...
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -2- sefer etkilenmistir ilk zayi saati:20:45
Menfi,29.01.2018 günü yapılan denetimde sürücü belirlenen süreden fazla çalıştığı tespit edilmiştir resim ektedir
Müspet,29.01.2018 günü yapılan denetimde sürücü belirlenen süreden fazla çalıştığı tespit edilmiştir resim ektedir
Menfi,29.01.2018 günü yapılan denetimde sürücü belirlenen süreden fazla çalıştığı tespit edilmiştir resim ektedir
Müspet,29.01.2018 günü yapılan denetimde aracın sürücüsü belirlenen süreden fazla çalıştığı tespit edilmiştir resim ektedir
Müspet,29.01.2018 günü yapılan denetimde aracın sürücüsü belirlenen süreden fazla çalıştığı tespit edilmiştir resim ektedir
Müspet,129.01.2018 günü yapılan denetimde aracın sürücüsü belirlenen süreden fazla çalıştığı tespit edilmiştir resim ektedir
Müspet,29.01.2018 Tarihinde Yapılan Denetimde Sürücü Personelin Belirlenen Süreden Fazla Çalıştığı Tespit Edilmiştir. Görüntü Ektedir
Müspet,29.01.2018 Tarihinde Yapılan Denetimde Sürücü Personelin Belirlenen Süreden Fazla Çalıştığı Tespit Edilmiştir. Görüntü Ektedir
Menfi,29.01.2018 Tarihinde Yapılan Denetimde Sürücü Personelin Belirlenen Süreden Fazla Çalıştığı Tespit Edilmiştir. Görüntü Ektedir
Müspet,29.01.2018 Tarihinde Yapılan Denetimde Sürücü Personelin Belirlenen Süreden Fazla Çalıştığı Tespit Edilmiştir. Görüntü Ektedir
Müspet,29.01.2018 Tarihinde Yapılan Denetimde Sürücü Personelin Belirlenen Süreden Fazla Çalıştığı Tespit Edilmiştir. Görüntü Ektedir
Müspet,29.01.2018 Tarihinde Yapılan Denetimde Sürücü Personelin Belirlenen Süreden Fazla Çalıştığı Tespit Edilmiştir. Görüntü Ektedir
Müspet,DEVLET SU İŞLERİ DURAĞINDAN AKSAM SAAT : 16:30 DA KADIKÖY YÖNÜNE GİDEN 15BK HATTINA BİNDİM VE BU OTOBÜS ŞÖFÖRÜ MOBİLYACILAR SİTESİ DURAĞINDA BİR YOLCU ALDI VE YOLCUNUN KARTI YETERSİZ OLDUĞUNDAN 2.50 KURUŞ PARA ALIP SOL TARAFINDA KUTU BULUNUYORDU VE PARAYI ALIP BU KUTUNUN İÇİNE ATTI VE BEN OTOBÜS ŞÖFÖRÜNDEN ŞİKAYETÇİYİM FİLO DA PLAKA BULUNUYOR
Menfi,BELİRTMİŞ OLDUĞUM PLAKALI ARAÇ ŞOFÖRÜ DURAK İHLALİ YAPIYOR VE ARACI ÇOK SERT KULLANIYOR ŞİKAYETÇİYİMSS iett tespit: 49 km
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:18:50
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -2- sefer etkilenmistir ilk zayi saati:18:45
Müspet,Daha önce uyarılmasına rağmen sag ioas logosu yoktur sorun devam etmektedir gereğini arz ederim
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -2- sefer etkilenmistir İhlal Saati :18:15
Müspet,29.01.2018 tarihinde yapılan denetimlerde sürücünün belirlenen süreden fazla süreli calistigi anlasilmistir
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :18:10
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :18:00
Müspet,Araç Fındıklı durağına tabelası kapalı şekilde gelip yolcu almadan Kabataş yönüne devam ettiği görülmüştür. Herhangi bir arıza kaydı ve flo yönlendirmesi olmadığı öğrenilip rapor yazılmıştır.
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -2- sefer etkilenmistir ilk zayi saati:17:30
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :17:16
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -2- sefer etkilenmistir ilk zayi saati:17:15
Müspet,BELİRTMİŞ OLDUĞUM ARACI PAZARTEKKE DURAĞINDA ZEYTİNBURNU YÖNÜNE GİDİŞLİ OLARAK 20 DAKİKADIR BEKLEMEKTEYDİM ARAÇ DURAĞA GELDİ FAKAT IŞIKLARI KAPALIYDI DOLU DEĞİLDİ DURAKTAN YOLCU ALMADI TELEFONLA KONUŞMAKTAYDI BU KONUDAN DOLAYI ŞİKAYETÇİYİM PARA CEZASI VERİLMESİNİ TALEP EDİYORUM. iett tespit: 30 km
Müspet,BELİRTMİŞ OLDUĞUM 19 F HATLI ARACIN ŞOFÖRÜ YOLCULARDAN ÜCRET ALIYOR ŞİKAYETÇİYİM. KADIKÖY YÖNÜ FTS DEN KONTROL EDİLDİ.
Müspet,16.01.2018 tarihinde yapılan denetimlerde aracın arka yolcu bilgilendirme ekranının olmadığı görülerek eksikliğin giderilmesi yönünde uyarı yapılarak süre verilmiştir. Geçen süre zarfında yolcu bilgilendirme ekranının montajının yapılmadığı tespit edilmiştir. Rapor cevaplanırken eksikliğin giderildiğine dair resim veya belge eklenmesi gerekmektedir.
Müspet,131 HATTI FATİH MAH DURAĞINDA ÜMRANİYE YÖNÜNE DOĞRU ARAÇ 13:31 DE DURAKTAN HİÇ DURMADAN GEÇTİ. 45 DK DIR DURAKTA BEKLİYORUZ. BU DURUMDAN DOLAYI DURAKTA BEKLEYEN VATANDAŞLAR DEVLETTEN ŞİKAYET EDİYOR HOŞ BİR GÖRÜNTÜ OLUŞMUYOR. BU ARAÇTAN ŞİKAYETÇİYİM iett tespit: 47 km
Müspet,BELİRTTİĞİM OTOBÜS ŞOFÖRÜ YOLCUDAN ÜCRET ALMAKTADIR.BUNDAN DOLAYI ŞİKAYETÇİYİM.
Müspet,29.01.2018 tarihinde C 1761 kodlu araca yapılan denetimde aracın çalışmayan lcd ekranlarının daha önce süre verilmesine rağmen halen yaptirilmadigi tespit edilmiştir
Müspet,Aracin sol yan kaportasi vuruk ve göçük durumda.daha evvel sure verilmis
Müspet,16.01.17 tarihinde yapılan denetimde araç cam filimleri yırtık olduğu tespit edilmiş olup gerekli uyarı yapılıp süre verilmiştir. fakat geçen süre zarfında onarımı yapılmamıştır
Müspet,18.01.17 tarihinde yapılan denetimde araç sol yanın hasarlı olduğu tespit edilmiş olup gerekli uyarı yapılıp süre verilmiştir. fakat geçen süre zarfında onarımı yapılmamıştır.
Müspet,Yapılan denetimlerde aracın ön sağ küçük camı çatlatır araca süre verildiğine rağmen hala sorun giderilmemistir gereğini arz ederim.
Müspet,146 34jp2302 SEFAKÖYDE SAAT 16.10 CİVARI ANİ FREN YAPARAK KAYNANAMIN SAĞ KOLU BİLEKTEN KIRILDI ŞİKAYETÇİYİM SULTAN TAŞDELEN
Müspet,BU ŞOFÖR ARAÇTA SİGARA İÇMEKTE ŞİKAYETÇİYİM. ARAÇTA SİGARA İÇİLMESİ
Müspet,Arac kaloriferi calismiyor.yolcular sikayet ediyor.araba ısınmiyor.daha once sure verildi uyarildi
Müspet,34DL7836 KAPI NUMARASI C 1889 HAT NUMARASI :122 B HUZUR MAHALLESİNDE MECİDİYEKÖY YÖNÜNE DOĞRU GİDERKEN . OLAY SAATİ:10.00 BELİRTMİŞ OLDUĞUM PLAKALI ARACIN ŞÖFÖRÜ ÇOÇUĞUMUN KARTI OLMADIĞI İÇİN EŞİMDEN 5 TL ÜCRET ALMIŞTIR.EŞİME BAĞIRARAK PARA VERİCEKSİN OLARAK İTHAMLARDA BULUNMUŞTUR.ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI TALEP EDİYORUM.
Müspet,M.KÖY İSTİKAMTİNE GİDERKEN BELİRTTİĞİM PLAKALI ARACIN ŞOFÖRÜ TELFONLA KONUŞTU. ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM EK VAR
Müspet,18.01.2018 tarihinde yapilan kontrollerde arka namus tahtasında yazılar olduğu temizlenmesi gerektiği konusunda uyarı yapılmış olup ve son yapılan kontrollerde arka namus tahtasında yazılar olduğu tamizlenmediği gözlemlenmiştir Rapor cevaplanırken eksikliğin giderildiğine dair fotoğraf veya belge eklenmesi gerekmektedir
Müspet,18.01.2018 tarihinde yapilan kontrollerde araç orta kısımda kırık koltuk olduğu onarılması gerektiği konusunda uyarı yapılmış olup ve son yapılan kontrollerde orta kısımda kırık koltuk olduğu onarılmadığı gözlemlenmiştir Rapor cevaplanırken eksikliğin giderildiğine dâir fotoğraf veya belge eklenmesi gerekmektedir
Müspet,Ön ve orta kapı üstü sigara içilmez logoları ve fiyat tarifesi yok.arka kapı üstğ sigara içilmez logoları yıpranmış .verilen 10 gğnlğk süreye rağmen eksiklerin giderilmediği tespit edilmiştir.
Müspet,Arka kapının ön kısmındaki ikili koltuğun önünde bulunması gereken yolcu koruma camı tahtası verilen on günlük süreye rağmen montajı yapılmamıştır.
Menfi,OTOBÜS ŞÖFÖRÜ ÇOK AGRESİF ARAÇ KULLANIYORDU.VE AYRICA ARAÇ KULLANIRKEN SİGARA İÇİYORDU ŞİKAYETÇİYİM.
Müspet,18.01.2018 tarihinde yapilan uyarıda orta kısımda kırık koltuk olduğu onarılması gerektiği konusunda uyarı yapılmış olup ve son yapılan kontrollerde orta kısımda kırık koltuk olduğu onarılmadığı gözlemlenmiştir Rapor cevaplanırken eksikliğin giderildiğine dair fotoğraf veya belge eklenmesi gerekmektedir
Menfi,Orta kapı daki dikey tutamak demiri kırık.ve kamera ekranı bozuk .verilen on günlük süreye rağmen eksiklerin giderilmediği tespit edilmiştir
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -5- sefer etkilenmistir ilk zayi saati:08:25
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -4- sefer etkilenmistir ilk zayi saati:07:50
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -5- sefer etkilenmistir ilk zayi saati:07:41
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -6- sefer etkilenmistir ilk zayi saati:07:32
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:07:16
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -6- sefer etkilenmistir ilk zayi saati:07:15
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:07:10
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -5- sefer etkilenmistir ilk zayi saati:07:05
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:07:05
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -2- sefer etkilenmistir ilk zayi saati:06:55
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -3- sefer etkilenmistir ilk zayi saati:06:52
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -7- sefer etkilenmistir ilk zayi saati:06:40
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -7- sefer etkilenmistir ilk zayi saati:06:30
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -7- sefer etkilenmistir ilk zayi saati:06:25
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -4- sefer etkilenmistir ilk zayi saati:06:12
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -4- sefer etkilenmistir ilk zayi saati:06:01
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:06:00
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -6- sefer etkilenmistir ilk zayi saati:06:00
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -12- sefer etkilenmistir ilk zayi saati:05:56
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:05:50
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -3- sefer etkilenmistir ilk zayi saati:05:40
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -11- sefer etkilenmistir ilk zayi saati:05:20
Menfi,BN2 HAT NUMARALI EMİNÖNÜ KALKIŞLI ARACI SARAYBURNU DURAĞINDA BEKLEMEME RAĞMEN ARAÇ DURAKTAN TABELALARI KAPATARAK DEVAM ETTİ ŞİKAYETÇİYİM GEREKENİN YAPILMASINI ARZ EDERİM iett tespit: 71 km
Müspet,HAT NUMARASI: 320A ÜSKÜDAR 21.30 DA KALKAN ARAÇ KARAMAN ÇİFLİK YOLU DURAĞIN DA DURMADAN GİTTİ. ŞİKAYETÇİYİM. 19T İLE YARIŞIYORDU.GEREĞİNİN YAPILMASINI ARZ EDERİM. iett tespit: 57 km
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -2- sefer etkilenmistir ilk zayi saati:23:00
Menfi,AYAZAĞA YÖNÜ FAKÜLTE B KAPISI DURAĞINDA İŞARET ETTİĞİM HALDE DURMAMIŞTIR. B1727 20.44 iett tespit: 37 km
Müspet,40 b arac zincirlikuyu metrobus duraginda birakmiyor can guvenligimizi tehlikeye atarak yolun ortasinda birakiyor Artik bir cozum bulun verdiniz cezalr bu gibi soforleri caydirmiyor yeterr artik 40 b. Plaka 34 kp 0410 Ek mevcuttur.
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :21:05
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:20:30
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:20:22
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:19:20
Müspet,34 KP 0394 36T HATTI MİNİATÜRK DURAĞINDA SAAT:16:55 GİBİ DURAKTA BEKLİYORDUK TAKSİM YÖNÜ ARAÇ GELDİ DURAKTA DURMADI DEVAM ETTİ KIRMIZI IŞIKTA DURDU ARKASINDAN KOŞTUK BİNMEK İÇİN ŞOFÖR ALMADI MAĞDUR OLDUM ŞİKAYETÇİYİM GEREĞİNİ ARZ EDERİM. iett tespit: 31 km
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:18:45
Menfi,ARACIN 16.00 SEFERİ BELİRTMİŞ OLDUĞUM DURAKTA DURMAMIŞTIR ŞİKAYEYCİYİM iett tespit: 61 km
Menfi,41AT HATTININ YILDIZ TEKNİK ÜNİVERSİTESİ YÖNÜNE DOĞRU ESENTEPE DURAĞINA ENGELLİ VATANDAŞIMIZLA GİDERKEN DURAĞA 10 METRE KALA GELEN 15:10 ARACINA 15:45 CİVARI BASTON KALDIRDIK. ARAÇ BİZİ GÖRMESİNE RAĞMEN BİZİ ALMAMAK İÇİN DURAKTA DURMADI. ARAÇ ŞOFÖRÜNDEN ŞİKAYETÇİYİM. ENGELLİLERE KARŞI BİRAZ DAHA DİKKATLİ OLUNMASI GEREKİYOR. iett tespit: 36 km
Menfi,OTOBÜS ŞÖFÖRÜ DURUMDAN GEÇTİ GİTTİ BİZİ ALMADI ŞİKAYETCİYİM iett tespit: 36 km
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -4- sefer etkilenmistir ilk zayi saati:15:00
Menfi,_C_1516 4 TAN SOKAK DURAĞI 12:35 BELİRTMİŞ OLDUĞUM ARAÇ DURAKTA DURMADAN GEÇTİ BU KONU HAKKINDA ŞİKAYETÇİYİM GEREKENİN YAPILMASINI TALEP EDİYORUM. iett tespit: 51 km
Menfi,Anons sistemi çalışmıyor.2.kez uyarılmasına rağmen onarılmamış.
Müspet,BELİRTMİŞ OLDUĞUM HAT NUMARALI OTOBÜS İLE AVCILAR E5 DURAĞINDA İNMEK İÇİN DÜĞMEYE BASTIĞIM HALDE DURMAYARAK BİR SONRAKİ DURAKTA İNDİRDİ BENİ ŞİKAYETÇİYİM. GEREĞİNİN YAPILMASINI TALEP ETMEKTEYİM. iett tespit: 35 km
Müspet,BELİRTMİŞ OLDUĞUM ARACIN ŞOFÖRÜ DRAMAN İSTİKAMETİNE DOĞRU HALİÇ METRO DURAĞINDA DURMADI GEÇTİ DAHA SONRA TAKSİ İLE SON DURAĞA DRAMAN DURAĞINA GELDİM ŞOFÖRE NEDEN DURMADIĞINI SORDUM FARKINA VARMADAN GEÇMİŞİM DEDİ ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI TALEP EDİYORUM iett tespit. 28 km
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -8- sefer etkilenmistir ilk zayi saati:09:35
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -10- sefer etkilenmistir ilk zayi saati:09:15
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -4- sefer etkilenmistir ilk zayi saati:09:00
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -5- sefer etkilenmistir ilk zayi saati:09:00
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:07:50
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -5- sefer etkilenmistir ilk zayi saati:07:35
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -6- sefer etkilenmistir ilk zayi saati:07:35
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -8- sefer etkilenmistir ilk zayi saati:07:30
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -2- sefer etkilenmistir ilk zayi saati:07:30
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:07:30
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -5- sefer etkilenmistir ilk zayi saati:07:20
Menfi,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:07:00
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -10- sefer etkilenmistir ilk zayi saati:06:30
Menfi,Sefer Zayi Raporu - Otobus Yoklugu -2- sefer etkilenmistir ilk zayi saati:06:30
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:06:30
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:06:30
Menfi,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:06:30
Menfi,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:06:15
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:06:15
Menfi,Sefer Zayi Raporu - Otobus Yoklugu -2- sefer etkilenmistir ilk zayi saati:06:00
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -3- sefer etkilenmistir ilk zayi saati:05:55
Menfi,14Y HAT NUMARALI VE C-1553 KAPI NUMARALI ARAÇ İLE YAVUZ TÜRK YÖNÜNDE SEYAHAT ETMEKTEYİM ŞOFÖRE SESLENDİĞİMİZ HALDE MİLLET BAHÇESİ DURAĞINDA DURMADI BU YÜZDEN ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM. iett tespit: 42 km
Menfi,WhatsApp mesajları yolcuların canlarından daha değerli Araç Kapı No: A-1636 Hat No Paylaşılmadı.GÖRSEL EKTEDİR.
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:19:42
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -2- sefer etkilenmistir ilk zayi saati:19:40
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:18:44
Menfi,BELİRTTİĞİM PLAKALI ARCIN ŞOFÖRÜ BELİRTTİĞİM DURAKTA YOLCULARI ALMADAN YOLA DEVAM ETTİ. KONU HAKKINDA ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM. iett tespit: 34 km
Menfi,EMİNÖNÜ YÖNÜNE GİDİŞLİ OLARAK ARACI BEZMİALEM DURAĞINDA 10 DAKİKADIR BEKLEMEKTEYDİM ARAÇ DURAĞA GELDİ FAKAT YOLCU ALMADAN DEVAM ETTİ. BU NEDENLE ARAÇ ŞOFÖRÜNDEN ŞİKAYETÇİYİM iett tespit: 37 km
Menfi,KADIKÖY İSTİKAMETİNDEN ESENŞEHİR İSTİKAMETİNE GİDEN ARACI ATAKENT DURAĞINDA BEKLEMEKTEYDİM.ARAÇ ŞOFÖRÜ DURAKTA DURMADAN SOL ŞERİTTEN DEVAM EDEREK DURAKTA DURMAMIŞTIR.VE DEFALARCA 14ES HATTIN ARAÇ ŞOFÖRLERİ AYNI DURUMU YAŞATMAKTADIR. iett tespit: 26 km
